[23:18:53] I DBManager : Registering table: Common.Character_social
[23:18:54] I DBManager : Registering table: Common.Character_quest
[23:18:54] I DBManager : Registering table: Common.Character_items
[23:18:54] I DBManager : Registering table: Common.Character_ability
[23:18:54] I DBManager : Registering table: Common.Character_tok
[23:18:54] I DBManager : Registering table: Common.Character
[23:18:54] I DBManager : Registering table: Common.Characters_influence
[23:18:54] I DBManager : Registering table: Common.Character_value
[23:18:54] I DBManager : Registering table: Common.Zone_Respawn
[23:18:54] I DBManager : Registering table: Common.Quest_Objectives
[23:18:54] I DBManager : Registering table: Common.Creature_vendor
[23:18:54] I DBManager : Registering table: Common.Creature_item
[23:18:54] I DBManager : Registering table: Common.Creature_text
[23:18:54] I DBManager : Registering table: Common.GameObject_proto
[23:18:54] I DBManager : Registering table: Common.Zone_Taxi
[23:18:54] I DBManager : Registering table: Common.Item_Info
[23:18:54] I DBManager : Registering table: Common.GameObject_spawn
[23:18:54] I DBManager : Registering table: Common.CharacterInfo_stats
[23:18:54] I DBManager : Registering table: Common.Ability_Info
[23:18:54] I DBManager : Registering table: Common.Creature_proto
[23:18:54] I DBManager : Registering table: Common.PQuest_Info
[23:18:54] I DBManager : Registering table: Common.Random_name
[23:18:54] I DBManager : Registering table: Common.Creature_spawn
[23:18:54] I DBManager : Registering table: Common.Xp_Info
[23:18:54] I DBManager : Registering table: Common.CharacterInfo
[23:18:54] I DBManager : Registering table: Common.Renown_Info
[23:18:54] I DBManager : Registering table: Common.Quest_Creature_Finisher
[23:18:54] I DBManager : Registering table: Common.Tok_Info
[23:18:54] I DBManager : Registering table: Common.Chapter_Reward
[23:18:54] I DBManager : Registering table: Common.Zone_Info
[23:18:54] I DBManager : Registering table: Common.Quest_Creature_Starter
[23:18:54] I DBManager : Registering table: Common.Creature_loot
[23:18:57] N DataConnection : SQL NonQuery took 2324ms!
UPDATE `Creature_loots` SET Creature_loots_ID = uuid() WHERE Creature_loots_ID = ''
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone108/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone005/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone102/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone105/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone103/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone201/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone103/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone009/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone202/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone107/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone009/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone209/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone002/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone102/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone008/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone101/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone106/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone105/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone011/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone007/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone108/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone102/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone205/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone201/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone207/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone006/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone102/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone009/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone205/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone009/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone100/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone001/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone009/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone200/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone105/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone202/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone200/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone005/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone011/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone109/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone202/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone203/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone206/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone109/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone007/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone101/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone106/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone201/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone202/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone103/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone208/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone103/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone009/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone202/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone007/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone207/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone008/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone011/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone100/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone206/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone003/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone206/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone102/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone011/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone200/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone003/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone201/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone106/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone106/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone103/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone011/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone202/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone209/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone200/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone005/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone011/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone002/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone006/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone002/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone203/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone005/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone203/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone007/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone202/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone201/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone009/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone208/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone200/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone009/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone109/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone002/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone001/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone108/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone200/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone007/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone006/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone208/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone003/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone008/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone007/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone201/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone202/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone006/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone103/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone107/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone100/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone105/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone008/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone107/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone200/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone102/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone011/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone201/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone208/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone207/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone105/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone205/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone203/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone106/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone108/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone102/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone109/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone007/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone207/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone205/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone203/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone106/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone101/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone209/mappieces.csv
[23:18:57] E WorldMgr : Invalid Piece File Directory : zones/zone201/mappieces.csv
[23:18:57] S LoadZone_Info : Loaded 326 Zone_Area && 0 Piece Informations
[23:18:57] S LoadZone_Info : Loaded 1 Zone_Respawn
[23:18:57] S LoadZone_Info : Loaded 0 Zone_Taxis
[23:18:57] S LoadChapter_Infos : Loaded 0 Chapter_Infos
[23:18:57] S LoadChapter_Infos : Loaded 11522 Chapter_Rewards
[23:18:57] S WorldMgr : Loaded 293 Public Quests Info
[23:18:57] S WorldMgr : Loaded 0 Public Quest Objectives
[23:18:57] S LoadTok_Infos : Loaded 0 Tok_Infos
[23:18:57] S LoadXp_Info : Loaded 0 Xp_Infos
[23:18:57] S LoadRenown_Info : Loaded 80 Renown_Info
[23:18:58] S LoadCreatureProto : Loaded 2162 Creature_Protos
[23:18:58] S WorldMgr : Loaded 290 Creature Texts
[23:18:58] S LoadCreatureItems : Loaded 9220 Creature_Items
[23:18:58] S WorldMgr : Loaded 579 GameObject_Protos
[23:18:58] S LoadCreatureSpawns : Loaded 15349 Creature_Spawns
[23:18:58] S WorldMgr : Loaded 2178 GameObject_Spawns
[23:18:58] S LoadQuestsObjectives : Loaded 0 Quests Objectives
[23:18:58] S LoadQuests : Loaded 5128 Quests
[23:18:58] S LoadCreatureQuests : Loaded 0 Quests Creature Starter
[23:18:58] S LoadCreatureQuests : Loaded 1746 Quests Creature Finisher
[23:18:58] S CharacterMgr : Loaded 24 CharacterInfo
[23:18:58] S CharacterMgr : Loaded 24 CharacterInfo_Item
[23:18:58] S LoadCharacters : 7  : Character(s) loaded
[23:18:58] S CharacterMgr : Loaded 14400 CharacterInfo_Stats
[23:18:58] S LoadItems : 33 : Characters items loaded
[23:18:59] N DataConnecion : SQL Select (DEFAULT) took 2059ms!
SELECT `Item_Infos_ID`, `Entry`, `Name`, `Description`, `Type`, `Race`, `ModelId`, `SlotId`, `Rarity`, `Career`, `Skills`, `Icon`, `Bind`, `Armor`, `SpellId`, `Dps`, `Speed`, `MinRank`, `MinRenown`, `StartQuest`, `Stats`, `SellPrice`, `TalismanSlots`, `MaxStack`, `ScriptName` FROM `Item_Infos`
[23:18:59] S LoadItem_Info : Loaded 74801 Item_Info
[23:18:59] S LoadRelation : Loading Relations
[23:19:00] E LoadRegionSpawns : [2060] Invalid Spawns
[23:19:00] S Region : [Nordland] : 4371
[23:19:00] S Region : [Norsca] : 2257
[23:19:00] S Region : [Altdorf] : 666
[23:19:00] S Region : [Ostland] : 1452
[23:19:00] S Region : [Troll Country] : 100
[23:19:00] S Region : [Ekrund] : 942
[23:19:00] S Region : [Kadrin Valley Pass] : 35
[23:19:00] S Region : [Black Crag Keep] : 4
[23:19:00] S Region : [Mount Bloodhorn] : 1709
[23:19:00] S Region : [Death Peak] : 1
[23:19:00] S Region : [Doomfist Crater] : 4
[23:19:00] S Region : [Marshes of Madness] : 1
[23:19:00] S Region : [The Inevitable City] : 795
[23:19:00] S Region : [The Blighted Isle] : 3047
[23:19:00] S Region : [Black Fire Basin] : 11
[23:19:00] S Region : [Chrace] : 48
[23:19:00] S Region : [Gates of Ekrund] : 2
[23:19:00] S Region : [Thunder Valley] : 7
[23:19:00] S Region : [Logrin's Forge] : 1
[23:19:00] S Region : [Mourkain Temple] : 4
[23:19:00] S Region : [Nordenwatch] : 10
[23:19:00] S LoadChapters : Loading Zone from Chapters
[23:19:00] S LoadCreatureQuests : Loaded 0 Quests Creature Starter
[23:19:00] S LoadCreatureQuests : Loaded 1746 Quests Creature Finisher
[23:19:00] S LoaderMgr : Loading complete in : 2768ms
[23:19:00] I TCPManager : Starting...
[23:19:00] I TCPManager : Loading the Packet Handler
[23:19:00] I TCPManager : Loading Crypt Handler
[23:19:00] S TCPManager : Server listening to : 0.0.0.0:10622
[23:19:00] I ConsoleMgr : Commands list : 
[23:19:00] I TCPManager : New Connection : 127.0.0.1:52053
[23:19:00] S F_CONNECT : MeId=10
[23:19:00] S GameClient : Deconnexion 127.0.0.1:52053,Id=10
[23:19:00] I TCPManager : New Connection : 127.0.0.1:52054
[23:19:01] S F_CONNECT : MeId=10
[23:19:01] E TCPManager : Can not Handle opcode :4(00000004)
[23:19:01] E TCPManager : Can not Handle opcode :4(00000004)
[23:19:24] S OnCreate : Creating new Character : Kk
[23:19:46] S Player : CreatePlayer
[23:19:46] S Player : Construction de Kk
[23:19:46] E TCPManager : Can not Handle opcode :4(00000004)
[23:19:49] E TCPManager : Can not Handle opcode :200(000000C8)
[23:19:49] E TCPManager : Can not Handle opcode :200(000000C8)
[23:19:49] E TCPManager : Can not Handle opcode :200(000000C8)
[23:19:49] E TCPManager : Can not Handle opcode :200(000000C8)
[23:19:49] S F_INIT_PLAYER : Lancement !
[23:19:49] S GetRegion : RegionId=8
[23:19:49] S GetZoneRegion : RegionId=8
[23:19:49] E RegionMgr : [8] La region lag, 1 objets! 98ms
[23:19:49] I AddEventNotify : [Kk] Add de :Playing
[23:19:49] S EquipItem : Itm=Weakened Riding Axe
[23:19:49] S EquipItem : Itm=Weakened Riding Shield
[23:19:49] S EquipItem : Itm=Favor Garb
[23:19:49] S EquipItem : Itm=Favor Boots
[23:19:49] S SocialInterface : Loaded 0 Socials of 2
[23:19:49] S CellMgr[206,201] : Loading... 
[23:19:49] S CellMgr[206,202] : Loading... 
[23:19:49] S CellMgr[206,203] : Loading... 
[23:19:49] S CellMgr[207,201] : Loading... 
[23:19:49] S CellMgr[207,202] : Loading... 
[23:19:49] S CellMgr[207,203] : Loading... 
[23:19:49] S CellMgr[208,201] : Loading... 
[23:19:49] S CellMgr[208,202] : Loading... 
[23:19:49] S CellMgr[208,203] : Loading... 
[23:19:49] I AbilityInterface : Sending 2 Abilities
[23:19:49] I QuestInterface : Sended Quest : 0
[23:19:50] E TCPManager : Can not Handle opcode :168(000000A8)
[23:19:50] E TCPManager : Can not Handle opcode :200(000000C8)
[23:19:51] E TCPManager : Can not Handle opcode :131(00000083)
[23:19:53] S CombatStart : Pink Horror Start combat with Chaos Fury
[23:19:53] S CombatStart : Pink Horror Start combat with Chaos Fury
[23:19:53] S CombatStart : Pink Horror Start combat with Screamer
[23:19:53] S CombatStart : Raven Sapper Start combat with Empire Halberdier
[23:19:53] S CombatStart : Empire Halberdier Start combat with Raven Sapper
[23:19:53] S CombatStart : Raven Breaker Start combat with Empire Halberdier
[23:19:53] S CombatStart : Raven Breaker Start combat with Empire Halberdier
[23:19:53] S CombatStart : Raven Sapper Start combat with Empire Spearman
[23:19:53] S CombatStart : Empire Halberdier Start combat with Raven Breaker
[23:19:53] S CombatStart : Chaos Fury Start combat with Pink Horror
[23:19:53] S CombatStart : Chaos Fury Start combat with Pink Horror
[23:19:54] S CombatStart : Screamer Start combat with Pink Horror
[23:19:54] S CombatStart : Empire Spearman Start combat with Raven Sapper
[23:19:56] S CombatStart : Pink Horror Start combat with Chaos Fury
[23:19:56] S CombatStart : Raven Sapper Start combat with Thorshafn Citizen
[23:19:56] S CombatStart : Raven Breaker Start combat with Thorshafn Citizen
[23:19:57] S CombatStart : Thorshafn Citizen Start combat with Raven Breaker
[23:19:57] S CombatStart : Chaos Fury Start combat with Pink Horror
[23:20:01] S F_DUMP_STATIC : X=207,Y=202
[23:20:02] S CombatStart : Raven Sapper Start combat with Thorshafn Citizen
[23:20:02] S CombatStart : Raven Breaker Start combat with Thorshafn Citizen
[23:20:02] S CombatStart : Raven Breaker Start combat with Empire Spearman
[23:20:02] S CombatStart : Empire Spearman Start combat with Raven Breaker
[23:20:03] S CombatStart : Thorshafn Citizen Start combat with Raven Breaker
[23:20:09] E TCPManager : Can not Handle opcode :14(0000000E)
[23:20:09] E TCPManager : Can not Handle opcode :229(000000E5)
[23:20:09] E TCPManager : Can not Handle opcode :229(000000E5)
[23:20:11] S CombatStart : Raven Breaker Start combat with Thorshafn Citizen
[23:20:13] S F_DUMP_STATIC : X=206,Y=202
[23:20:13] S CellMgr[205,201] : Loading... 
[23:20:13] S CellMgr[205,202] : Loading... 
[23:20:13] S CellMgr[205,203] : Loading... 
[23:20:14] S CombatStart : Pink Horror Start combat with Screamer
[23:20:14] S CombatStart : Screamer Start combat with Pink Horror
[23:20:16] S F_DUMP_STATIC : X=207,Y=202
[23:20:56] S CombatStart : Pink Horror Start combat with Chaos Fury
[23:20:56] S CombatStart : Pink Horror Start combat with Chaos Fury
[23:20:56] S CombatStart : Raven Sapper Start combat with Empire Halberdier
[23:20:56] S CombatStart : Empire Halberdier Start combat with Raven Sapper
[23:20:56] S CombatStart : Raven Breaker Start combat with Empire Halberdier
[23:20:56] S CombatStart : Chaos Fury Start combat with Pink Horror
[23:20:59] S CombatStart : Raven Breaker Start combat with Thorshafn Citizen
[23:21:00] S CombatStart : Thorshafn Citizen Start combat with Raven Breaker
[23:21:02] S CombatStart : Pink Horror Start combat with Chaos Fury
[23:21:02] S CombatStart : Pink Horror Start combat with Screamer
[23:21:02] S CombatStart : Raven Sapper Start combat with Thorshafn Citizen
[23:21:03] S CombatStart : Chaos Fury Start combat with Pink Horror
[23:21:03] S CombatStart : Screamer Start combat with Pink Horror
[23:21:07] S F_DUMP_STATIC : X=206,Y=202
[23:21:08] S CombatStart : Raven Sapper Start combat with Thorshafn Citizen
[23:21:08] S CombatStart : Raven Breaker Start combat with Thorshafn Citizen
[23:21:08] S F_DUMP_STATIC : X=207,Y=202
[23:21:09] S CombatStart : Thorshafn Citizen Start combat with Raven Breaker
[23:21:09] S CombatStart : Raven Sapper Start combat with Empire Spearman
[23:21:10] E TCPManager : Can not Handle opcode :232(000000E8)
[23:21:11] I AbilityInterface : StartCast : 8315
[23:21:11] I Ability : Start : Kk
[23:21:11] I DealDamage : Target = 
[23:21:11] I Cast : CastResult = ABILITYRESULT_ILLEGALTARGET
[23:21:11] I Ability : Update Start=1389331271476,Cur=1389331271526,Info=0
[23:21:11] I Ability : Cast
[23:21:12] I AbilityInterface : StartCast : 8315
[23:21:12] I AbilityInterface : StartCast : 8315
[23:21:16] E TCPManager : Can not Handle opcode :232(000000E8)
[23:21:17] I AbilityInterface : StartCast : 8314
[23:21:17] I Ability : Start : Kk
[23:21:17] I DealDamage : Target = 
[23:21:17] I Cast : CastResult = ABILITYRESULT_ILLEGALTARGET
[23:21:17] I Ability : Update Start=1389331277376,Cur=1389331277426,Info=1000
[23:21:18] I AbilityInterface : StartCast : 8314
[23:21:19] I AbilityInterface : StartCast : 8314
[23:21:19] I Ability : Start : Kk
[23:21:19] I DealDamage : Target = 
[23:21:19] I Cast : CastResult = ABILITYRESULT_ILLEGALTARGET
